window_id,rms_vocals,rms_rest,var_db,demucs_ok,error
W3L1YQiN-vs_001,4.23609667e-02,7.69628539e-03,14.8137,1,
W3L1YQiN-vs_002,3.34125738e-02,2.46963797e-04,42.6255,1,
W3t3MS0YG8Q_000,1.63689400e-01,4.03967738e-02,12.1535,1,
W3t3MS0YG8Q_001,1.29198218e-01,6.97820865e-02,5.3503,1,
W3t3MS0YG8Q_002,1.61215894e-01,4.31780246e-02,11.4429,1,
W3t3MS0YG8Q_003,1.49596474e-01,6.77311563e-02,6.8827,1,
W3t3MS0YG8Q_004,1.59655784e-01,6.40977444e-02,7.9268,1,
W3t3MS0YG8Q_005,1.68668469e-01,3.25730970e-02,14.2835,1,
W3t3MS0YG8Q_006,1.45467486e-01,3.79212145e-02,11.6777,1,
W3t3MS0YG8Q_007,1.71788678e-01,6.48212482e-02,8.4655,1,
W3t3MS0YG8Q_008,1.33296309e-01,6.47927114e-02,6.2658,1,
W6q_eMvdJ1Y_000,1.47817248e-01,1.47031091e-03,40.0463,1,
W6q_eMvdJ1Y_001,1.33990615e-01,2.18274890e-03,35.7614,1,
W6q_eMvdJ1Y_002,1.00424318e-01,1.90003524e-03,34.4615,1,
W6q_eMvdJ1Y_003,1.05759542e-01,1.94771705e-03,34.6959,1,
W6q_eMvdJ1Y_004,1.18069781e-01,3.04670333e-03,31.7662,1,
W6q_eMvdJ1Y_005,1.22270459e-01,1.55242025e-03,37.9262,1,
W6q_eMvdJ1Y_006,8.28032474e-02,1.82837151e-03,33.1197,1,
W6q_eMvdJ1Y_007,1.33697569e-01,2.06574137e-03,36.2210,1,
W6q_eMvdJ1Y_008,7.26794858e-02,7.64887087e-03,19.5563,1,
W6q_eMvdJ1Y_009,3.35794138e-02,2.56084963e-04,42.3538,1,
WCpDbhSyK7k_000,6.65968874e-02,2.57096539e-02,8.2672,1,
WCpDbhSyK7k_001,1.82139207e-01,3.91594101e-02,13.3513,1,
WCpDbhSyK7k_002,1.80654695e-01,7.86961583e-02,7.2179,1,
WCpDbhSyK7k_003,1.84110728e-01,7.61936039e-02,7.6632,1,
WCpDbhSyK7k_004,1.80038700e-01,4.71701622e-02,11.6340,1,
WCpDbhSyK7k_005,8.97731453e-02,1.03754750e-01,-1.2572,1,
WCpDbhSyK7k_006,6.99376165e-02,1.04177236e-01,-3.4612,1,
WCpDbhSyK7k_007,6.89734119e-02,8.57149038e-02,-1.8875,1,
WCpDbhSyK7k_008,9.76608776e-02,1.13839398e-01,-1.3314,1,
WCpDbhSyK7k_009,1.08926024e-01,1.20602263e-01,-0.8845,1,
WCpDbhSyK7k_010,6.57692891e-02,1.05468025e-01,-4.1020,1,
WCpDbhSyK7k_011,9.23181524e-02,1.16147006e-01,-1.9944,1,
WCpDbhSyK7k_012,8.41505518e-02,1.10089016e-01,-2.3337,1,
WCpDbhSyK7k_013,8.49147765e-02,6.04116178e-02,2.9573,1,
WCpDbhSyK7k_014,1.74539138e-01,1.14120316e-01,3.6906,1,
WCpDbhSyK7k_015,1.30968860e-01,6.33700118e-02,6.3057,1,
WFtzJD_UhfU_000,2.17844433e-01,5.50514599e-02,11.9476,1,
WFtzJD_UhfU_001,2.41534866e-01,6.16579750e-02,11.8598,1,
WFtzJD_UhfU_002,2.19960849e-01,5.09067914e-02,12.7114,1,
WFtzJD_UhfU_003,1.76606482e-01,1.19258086e-01,3.4104,1,
WFtzJD_UhfU_004,1.32408865e-01,6.41943534e-02,6.2884,1,
WceS1ddqRLI_000,7.26726160e-02,4.38236285e-04,44.3932,1,
WceS1ddqRLI_001,3.63635258e-02,5.66223930e-04,36.1536,1,
WceS1ddqRLI_002,5.91340747e-02,4.09665964e-04,43.1882,1,
WceS1ddqRLI_003,1.52536511e-01,5.25001944e-02,9.2643,1,
WceS1ddqRLI_004,1.76354226e-01,5.03473337e-02,10.8882,1,
WceS1ddqRLI_005,1.84032572e-01,4.81810252e-02,11.6404,1,
WceS1ddqRLI_006,1.78532043e-01,1.15134367e-01,3.8102,1,
WceS1ddqRLI_007,1.32193523e-01,6.37100990e-02,6.3400,1,
Whvy26QDqpk_000,1.66134753e-01,5.44711152e-02,9.6859,1,
Whvy26QDqpk_001,1.80719942e-01,8.10287007e-02,6.9673,1,
Whvy26QDqpk_002,1.81881600e-01,8.60943860e-02,6.4963,1,
Whvy26QDqpk_003,1.33196476e-01,6.42282566e-02,6.3353,1,
Ws-kE2loi9E_000,1.85636987e-01,3.32002276e-02,14.9505,1,
Ws-kE2loi9E_001,1.85300027e-01,5.41533524e-02,10.6850,1,
Ws-kE2loi9E_002,1.92030337e-01,1.18303666e-01,4.2074,1,
Ws-kE2loi9E_003,1.32044132e-01,6.41878498e-02,6.2653,1,
WzFTOmosXpg_000,1.79330860e-01,4.87578961e-02,11.3122,1,
WzFTOmosXpg_001,1.48056483e-01,1.43194735e-01,0.2900,1,
WzFTOmosXpg_002,1.81318031e-01,5.92911863e-02,9.7090,1,
WzFTOmosXpg_003,1.97957135e-01,6.36418823e-02,9.8566,1,
WzFTOmosXpg_004,1.32872729e-01,6.36938822e-02,6.3868,1,
X0KbsvCMKPY_000,1.97970287e-01,3.40030035e-02,15.3017,1,
X0KbsvCMKPY_001,1.64587503e-01,2.83936463e-02,15.2635,1,
X0KbsvCMKPY_002,1.97911271e-01,2.58906043e-02,17.6666,1,
X0KbsvCMKPY_003,1.78308704e-01,1.18643229e-01,3.5386,1,
X0KbsvCMKPY_004,1.33408483e-01,6.45744847e-02,6.3024,1,
X0OHN5iUdWk_000,1.70869609e-01,3.32828901e-02,14.2089,1,
X0OHN5iUdWk_001,1.98176671e-01,1.40882762e-02,22.9639,1,
X0OHN5iUdWk_002,1.89843170e-01,1.48972425e-03,42.1058,1,
X0OHN5iUdWk_003,1.48016215e-01,1.87226953e-03,37.9588,1,
X0OHN5iUdWk_004,1.67020882e-01,8.46584875e-02,5.9020,1,
X0OHN5iUdWk_005,1.31783808e-01,6.42583012e-02,6.2387,1,
X0gS6HRSeVw_000,1.06169508e-01,3.10495596e-02,10.6789,1,
X0gS6HRSeVw_001,1.43701477e-01,5.41002072e-02,8.4852,1,
X0gS6HRSeVw_002,1.18176540e-01,3.66018417e-02,10.1806,1,
X0gS6HRSeVw_003,1.27647025e-01,5.63199998e-02,7.1070,1,
X0gS6HRSeVw_004,9.32705533e-02,4.47277703e-02,6.3833,1,
X1jILspAmNs_000,1.48233601e-01,2.20726027e-02,16.5419,1,
X1jILspAmNs_001,1.89955236e-01,2.02629683e-03,39.4390,1,
X1jILspAmNs_002,2.16819233e-01,2.09618822e-02,20.2934,1,
X1jILspAmNs_003,1.33419613e-01,2.93084442e-02,13.1645,1,
X1jILspAmNs_004,7.67774168e-02,3.69705760e-02,6.3475,1,
X1jILspAmNs_005,5.25059604e-02,2.69211091e-02,5.8023,1,
X1jILspAmNs_006,8.96563465e-02,1.16352636e-02,17.7361,1,
X1jILspAmNs_007,1.70226732e-01,4.33099949e-02,11.8888,1,
X1jILspAmNs_008,2.20243139e-01,5.95667500e-02,11.3580,1,
X1jILspAmNs_009,1.77433734e-01,1.17198005e-01,3.6023,1,
X1jILspAmNs_010,1.32077702e-01,6.40302631e-02,6.2889,1,
X7Q_g9P-Pa4_000,2.55166368e-01,7.94916086e-02,10.1300,1,
X7Q_g9P-Pa4_001,1.38118382e-01,7.03991750e-02,5.8537,1,
X7Q_g9P-Pa4_002,1.85360673e-01,7.33149874e-02,8.0565,1,
X7Q_g9P-Pa4_003,1.97230479e-01,4.53474214e-02,12.7684,1,
X7Q_g9P-Pa4_004,2.31275967e-01,4.98180420e-02,13.3349,1,
X7Q_g9P-Pa4_005,2.27214695e-01,4.88950890e-02,13.3434,1,
X7Q_g9P-Pa4_006,2.44942701e-01,4.60762053e-02,14.5118,1,
X7Q_g9P-Pa4_007,1.81162892e-01,5.37772461e-02,10.5494,1,
X7Q_g9P-Pa4_008,1.82555312e-01,5.02570587e-02,11.2039,1,
X7Q_g9P-Pa4_009,1.95733407e-01,4.93062003e-02,11.9753,1,
X7Q_g9P-Pa4_010,1.97445036e-01,3.11791293e-02,16.0316,1,
X7Q_g9P-Pa4_011,1.93886435e-01,9.03582695e-02,6.6316,1,
X7Q_g9P-Pa4_012,1.35534448e-01,6.41108855e-02,6.5024,1,
XBgO4iQ6JwY_000,1.25255193e-01,5.28561419e-03,27.4940,1,
XBgO4iQ6JwY_001,1.17230636e-01,8.03707211e-03,23.2789,1,
XBgO4iQ6JwY_002,1.39079493e-01,9.29717798e-03,23.4982,1,
XBgO4iQ6JwY_003,1.56562952e-01,9.87297025e-03,24.0048,1,
XBgO4iQ6JwY_004,1.63137760e-01,8.92436147e-03,25.2395,1,
XBgO4iQ6JwY_005,1.76956659e-01,1.10873553e-02,24.0608,1,
XBgO4iQ6JwY_006,1.40610261e-01,5.02783797e-03,28.9327,1,
XBgO4iQ6JwY_007,1.32682679e-01,2.97729490e-03,32.9798,1,
XBgO4iQ6JwY_008,7.47071273e-02,5.57959678e-03,22.5352,1,
XBgO4iQ6JwY_009,3.35380811e-02,2.41787464e-04,42.8421,1,
XHHm38uL7Rs_000,1.77929328e-01,2.44082854e-02,17.2542,1,
XHHm38uL7Rs_001,1.73166791e-01,5.51524585e-02,9.9380,1,
XHHm38uL7Rs_002,1.75267967e-01,7.35812297e-02,7.5387,1,
XHHm38uL7Rs_003,1.79882149e-01,6.71409710e-02,8.5600,1,
XNW1Cjr6bLg_000,1.68225850e-01,2.60258810e-02,16.2097,1,
XNW1Cjr6bLg_001,2.23686240e-01,4.63455989e-02,13.6726,1,
XNW1Cjr6bLg_002,3.52694462e-01,1.45373065e-03,47.6983,1,
XNW1Cjr6bLg_003,1.72108544e-01,1.23893201e-03,42.8551,1,
XNW1Cjr6bLg_004,1.03257891e-01,5.68925618e-04,45.1774,1,
XNW1Cjr6bLg_005,1.73967582e-01,9.84074160e-04,44.9488,1,
XNW1Cjr6bLg_006,1.68469288e-01,5.83787813e-04,49.2053,1,
XNW1Cjr6bLg_007,1.77647402e-01,7.97248753e-04,46.9593,1,
XNW1Cjr6bLg_008,1.53480521e-01,4.39488710e-02,10.8621,1,
XNW1Cjr6bLg_009,1.84544296e-01,1.09415765e-01,4.5404,1,
XNW1Cjr6bLg_010,1.35689587e-01,6.41422500e-02,6.5080,1,
XQx_179B1l8_000,1.90843430e-01,5.46861466e-02,10.8560,1,
XQx_179B1l8_001,1.99412206e-01,9.58689428e-02,6.3615,1,
XQx_179B1l8_002,1.92100262e-01,8.29761259e-02,7.2915,1,
XQx_179B1l8_003,1.80586880e-01,8.26721433e-02,6.7865,1,
XQx_179B1l8_004,2.05384665e-01,8.64723335e-02,7.5138,1,
XQx_179B1l8_005,2.16995557e-01,5.36176563e-02,12.1429,1,
XQx_179B1l8_006,1.66500084e-01,1.48706805e-01,0.9817,1,
XQx_179B1l8_007,1.99148832e-01,7.64733013e-02,8.3134,1,
XQx_179B1l8_008,1.32434075e-01,6.41645997e-02,6.2941,1,
XfuquiAUeSY_000,1.24580929e-01,1.60086038e-02,17.8220,1,
XfuquiAUeSY_001,1.54173157e-01,3.45063029e-02,13.0022,1,
XfuquiAUeSY_002,1.44352127e-01,3.64907604e-02,11.9448,1,
XfuquiAUeSY_003,1.19408850e-01,4.57878942e-02,8.3257,1,
XfuquiAUeSY_004,3.34211418e-02,2.34465002e-04,43.0789,1,
XhjXPvA0FhU_000,7.06940271e-02,3.64309095e-04,45.7583,1,
XhjXPvA0FhU_001,7.23492246e-02,8.36455908e-03,18.7398,1,
XhjXPvA0FhU_002,3.36216494e-02,2.41195539e-04,42.8850,1,
XhtThcouRjo_000,1.68431183e-01,7.58883745e-02,6.9249,1,
XhtThcouRjo_001,1.88285979e-01,8.16765788e-02,7.2544,1,
XhtThcouRjo_002,2.16095555e-01,5.53756595e-02,11.8265,1,
XhtThcouRjo_003,1.90268492e-01,1.10132273e-01,4.7490,1,
XhtThcouRjo_004,1.32924265e-01,6.43718781e-02,6.2982,1,
XoSr_UFugbc_000,8.45400099e-02,1.83968714e-02,13.2464,1,
XoSr_UFugbc_001,8.93483561e-02,1.80454020e-02,13.8944,1,
XoSr_UFugbc_002,1.02235237e-01,2.53046576e-02,12.1280,1,
XoSr_UFugbc_003,9.91949249e-02,4.45787438e-02,6.9472,1,
XoSr_UFugbc_004,7.98331534e-02,3.62796377e-02,6.8504,1,
XoSr_UFugbc_005,7.90539330e-02,3.62796095e-02,6.7652,1,
XoSr_UFugbc_006,8.16190423e-02,5.49450619e-02,3.4373,1,
XoSr_UFugbc_007,5.53471199e-02,5.60709617e-02,-0.1129,1,
XoSr_UFugbc_008,7.38248024e-02,5.28130093e-02,2.9092,1,
XoSr_UFugbc_009,4.13003680e-02,4.96235393e-02,-1.5947,1,
XoSr_UFugbc_010,1.08547077e-01,4.48563914e-02,7.6759,1,
XoSr_UFugbc_011,8.36721540e-02,4.94175604e-02,4.5740,1,
XoSr_UFugbc_012,8.55363088e-02,5.66980537e-02,3.5716,1,
XoSr_UFugbc_013,7.56622096e-02,5.54486572e-02,2.6998,1,
XoSr_UFugbc_014,9.79542685e-02,5.23139577e-02,5.4481,1,
XoSr_UFugbc_015,1.03444993e-01,5.74815173e-02,5.1036,1,
XoSr_UFugbc_016,1.13577653e-01,5.88571275e-02,5.7099,1,
XoSr_UFugbc_017,1.21243280e-01,5.41716921e-02,6.9977,1,
XoSr_UFugbc_018,7.80334955e-02,4.62734401e-02,4.5390,1,
XoSr_UFugbc_019,7.44453348e-02,5.68867858e-02,2.3365,1,
XoSr_UFugbc_020,1.14453711e-01,5.03286752e-02,7.1363,1,
XoSr_UFugbc_021,7.91601408e-02,3.65607310e-02,6.7098,1,
XoSr_UFugbc_022,7.18651811e-02,1.50159582e-02,13.5993,1,
XoSr_UFugbc_023,3.35078851e-02,2.45366101e-04,42.7066,1,
XrKoDnOcgmk_000,1.68562386e-01,3.78231088e-02,12.9801,1,
XrKoDnOcgmk_001,1.80384123e-01,3.46840608e-02,14.3214,1,
XrKoDnOcgmk_002,1.80878777e-01,4.80684590e-02,11.5105,1,
XrKoDnOcgmk_003,1.77671866e-01,1.13731847e-01,3.8747,1,
XrKoDnOcgmk_004,1.32763226e-01,6.47024926e-02,6.2431,1,
Y0Ldjrv-EK0_000,5.27216964e-02,3.10366021e-04,44.6023,1,
Y0Ldjrv-EK0_001,4.62075024e-02,7.14044169e-03,16.2197,1,
Y0Ldjrv-EK0_002,7.20448355e-02,8.78448283e-03,18.2777,1,
YBk5juEYqLk_000,1.53127939e-01,8.36422200e-02,5.2526,1,
YBk5juEYqLk_001,2.05125601e-01,6.53965070e-02,9.9293,1,
YBk5juEYqLk_002,2.13829483e-01,7.21162112e-02,9.4407,1,
YBk5juEYqLk_003,1.77420637e-01,1.17473699e-01,3.5813,1,
YBk5juEYqLk_004,1.32994725e-01,6.43157006e-02,6.3103,1,
YE84Iy5vwHc_000,2.10990563e-01,5.55156845e-02,11.5969,1,
YE84Iy5vwHc_001,2.00977703e-01,6.52738156e-02,9.7682,1,
YE84Iy5vwHc_002,1.91912528e-01,9.73441306e-02,5.8959,1,
YE84Iy5vwHc_003,1.33112185e-01,6.36842127e-02,6.4037,1,
YNw8-7yDYqQ_000,1.07115201e-01,2.74250234e-03,31.8341,1,
YNw8-7yDYqQ_001,1.97331312e-02,3.97407164e-02,-6.0808,1,
YNw8-7yDYqQ_002,1.96223520e-01,1.94544611e-03,40.0746,1,
YNw8-7yDYqQ_003,9.14286455e-02,8.39232812e-04,40.7440,1,
YNw8-7yDYqQ_004,5.78951031e-02,1.81028520e-04,50.0979,1,
YNw8-7yDYqQ_005,5.41058359e-02,1.59098363e-04,50.6316,1,
YNw8-7yDYqQ_006,6.48987665e-02,2.31905585e-04,48.9385,1,
YNw8-7yDYqQ_007,9.26649569e-02,3.45926926e-04,48.5586,1,
YNw8-7yDYqQ_008,6.48598411e-02,2.25059966e-04,49.1936,1,
YNw8-7yDYqQ_009,8.24238522e-02,2.94399081e-04,48.9423,1,
YNw8-7yDYqQ_010,8.58795837e-02,2.71413792e-04,50.0052,1,
YNw8-7yDYqQ_011,9.77255774e-02,4.78691076e-04,46.1991,1,
YNw8-7yDYqQ_012,8.02996178e-02,5.30194678e-04,43.6056,1,
YNw8-7yDYqQ_013,1.64229904e-01,2.83487338e-02,15.2584,1,
YNw8-7yDYqQ_014,2.03591467e-01,2.58986098e-03,37.9097,1,
YNw8-7yDYqQ_015,1.49855196e-01,9.08042528e-04,44.3513,1,
YNw8-7yDYqQ_016,1.28720036e-01,5.74642826e-04,47.0050,1,
YNw8-7yDYqQ_017,1.95394158e-01,7.37324273e-02,8.4651,1,
YNw8-7yDYqQ_018,1.19919853e-01,5.32459148e-03,27.0521,1,
YNw8-7yDYqQ_019,1.48316276e-01,7.27477778e-04,46.1874,1,
YNw8-7yDYqQ_020,2.04607912e-01,6.02821252e-03,30.6147,1,
YNw8-7yDYqQ_021,1.35486808e-01,1.40594486e-03,39.6786,1,
YNw8-7yDYqQ_022,1.33754819e-01,3.62560865e-03,31.3386,1,
YNw8-7yDYqQ_023,1.71341884e-01,5.42764800e-02,9.9850,1,
YNw8-7yDYqQ_024,1.76312311e-01,1.19801801e-01,3.3564,1,
YNw8-7yDYqQ_025,1.32570866e-01,6.39817076e-02,6.3278,1,
YV9XuD-BsfY_000,1.49763522e-01,1.35662202e-03,40.8589,1,
YV9XuD-BsfY_001,1.05027298e-01,1.92305686e-02,14.7462,1,
YV9XuD-BsfY_002,1.12329390e-01,3.47119850e-02,10.2003,1,
YV9XuD-BsfY_003,1.17668208e-01,4.12861107e-02,9.0971,1,
YV9XuD-BsfY_004,8.98314483e-02,4.39253835e-02,6.2143,1,
YV9XuD-BsfY_005,1.10811774e-01,4.37354191e-02,8.0751,1,
YV9XuD-BsfY_006,7.48108437e-02,4.17605978e-02,5.0640,1,
YV9XuD-BsfY_007,1.29119839e-01,3.29983783e-02,11.8500,1,
YV9XuD-BsfY_008,1.02653246e-01,3.36562471e-02,9.6861,1,
YV9XuD-BsfY_009,1.00737900e-01,4.12637352e-02,7.7525,1,
YV9XuD-BsfY_010,9.55684291e-02,3.78124584e-02,8.0536,1,
YV9XuD-BsfY_011,7.28926326e-02,7.47204603e-03,19.7849,1,
YV9XuD-BsfY_012,3.36207104e-02,2.47019393e-04,42.6775,1,
YZwJFoSGjX8_000,2.06510402e-01,2.86799757e-02,17.1473,1,
YZwJFoSGjX8_001,1.72375208e-01,3.18013259e-02,14.6806,1,
YZwJFoSGjX8_002,1.77451377e-01,3.15940342e-02,14.9895,1,
YZwJFoSGjX8_003,1.83739614e-01,1.10654946e-01,4.4046,1,
YZwJFoSGjX8_004,1.33886237e-01,6.44806492e-02,6.3461,1,
YcdvhG8bY2M_000,1.75937257e-01,2.71620535e-02,16.2279,1,
YcdvhG8bY2M_001,1.67071737e-01,4.79198704e-02,10.8477,1,
YcdvhG8bY2M_002,2.42300360e-01,3.80988116e-02,16.0689,1,
YcdvhG8bY2M_003,1.35223805e-01,1.01346102e-02,22.5049,1,
YjCvF8VfjV4_000,8.33973718e-02,6.70334680e-04,41.8972,1,
YjCvF8VfjV4_001,7.13691107e-02,1.88290699e-03,31.5736,1,
YjCvF8VfjV4_002,7.96337412e-02,8.10978163e-04,39.8418,1,
YjCvF8VfjV4_003,7.64171249e-02,2.27026376e-02,10.5423,1,
YjCvF8VfjV4_004,6.15029704e-02,2.78018622e-02,6.8964,1,
YjCvF8VfjV4_005,6.95650231e-02,2.92982469e-02,7.5110,1,
YjCvF8VfjV4_006,7.15971283e-02,2.79197985e-02,8.1797,1,
YjCvF8VfjV4_007,7.13905097e-02,2.28471593e-02,9.8962,1,
YjCvF8VfjV4_008,7.59293754e-02,2.93917085e-02,8.2437,1,
YjCvF8VfjV4_009,9.42699237e-02,2.89994690e-02,10.2397,1,
YjCvF8VfjV4_010,6.40128662e-02,2.95677143e-02,6.7090,1,
YjCvF8VfjV4_011,7.64377326e-02,2.27129627e-02,10.5407,1,
YjCvF8VfjV4_012,8.12830564e-02,2.82426466e-02,9.1819,1,
YjCvF8VfjV4_013,9.23746737e-02,3.24543641e-02,9.0856,1,
YjCvF8VfjV4_014,7.96840194e-02,2.91547691e-02,8.7332,1,
YjCvF8VfjV4_015,7.24319566e-02,7.47871029e-03,19.7221,1,
YjCvF8VfjV4_016,3.35186693e-02,2.31192032e-04,43.2263,1,
ZLG2nJtty3c_000,1.13080730e-01,1.12233747e-03,40.0653,1,
ZLG2nJtty3c_001,2.00092574e-01,1.58437098e-03,42.0275,1,
ZLG2nJtty3c_002,1.80144554e-01,5.75136329e-02,9.9170,1,
ZLG2nJtty3c_003,1.67295991e-01,8.93548390e-02,5.4473,1,
ZLG2nJtty3c_004,1.73116261e-01,8.18119341e-02,6.5104,1,
ZLG2nJtty3c_005,1.94839218e-01,6.53716578e-02,9.4857,1,
ZLG2nJtty3c_006,1.75964188e-01,6.93451607e-02,8.0882,1,
ZLG2nJtty3c_007,2.04758536e-01,7.72268818e-02,8.4695,1,
ZLG2nJtty3c_008,1.31355773e-01,6.41486365e-02,6.2252,1,
ZMunEzpO-TY_000,5.06164157e-02,3.15515454e-02,4.1054,1,
ZMunEzpO-TY_001,4.53423249e-02,4.42852624e-02,0.2049,1,
ZMunEzpO-TY_002,5.03536732e-02,4.67546375e-02,0.6441,1,
ZMunEzpO-TY_003,5.69097714e-02,4.34327427e-02,2.3474,1,
ZMunEzpO-TY_004,5.12690021e-02,4.63658863e-02,0.8731,1,
ZMunEzpO-TY_005,2.11453735e-01,4.52974580e-02,13.3828,1,
ZMunEzpO-TY_006,1.99745237e-01,4.54966846e-02,12.8499,1,
ZMunEzpO-TY_007,1.99049634e-01,6.51640710e-02,9.6991,1,
ZMunEzpO-TY_008,1.77523168e-01,1.19534300e-01,3.4352,1,
ZMunEzpO-TY_009,1.32652005e-01,6.42653435e-02,6.2947,1,
ZXl6sv6TAU4_000,9.33697364e-02,4.71027772e-04,45.9432,1,
ZXl6sv6TAU4_001,7.31200596e-02,4.96910811e-04,43.3552,1,
ZXl6sv6TAU4_002,6.77948327e-02,6.03829263e-04,41.0056,1,
ZXl6sv6TAU4_003,7.19165909e-02,5.48037981e-04,42.3604,1,
ZXl6sv6TAU4_004,1.90045051e-01,1.87705695e-02,20.1076,1,
ZXl6sv6TAU4_005,1.00816443e-01,1.80363155e-02,14.9477,1,
ZXl6sv6TAU4_006,1.20638814e-01,1.84992681e-02,16.2867,1,
ZXl6sv6TAU4_007,1.96805364e-01,2.15742801e-02,19.2020,1,
ZXl6sv6TAU4_008,7.13108099e-02,1.97915301e-02,11.1335,1,
ZXl6sv6TAU4_009,7.80777331e-02,1.54891273e-02,14.0500,1,
ZXl6sv6TAU4_010,1.09678841e-01,1.77380264e-02,15.8244,1,
ZXl6sv6TAU4_011,1.20898700e-01,1.72340098e-02,16.9207,1,
ZXl6sv6TAU4_012,7.32273027e-02,6.62389031e-03,20.8712,1,
ZXl6sv6TAU4_013,3.34141875e-02,2.45922617e-04,42.6626,1,
Zcd4ihNEu0U_000,5.27002472e-02,3.09813009e-04,44.6143,1,
Zcd4ihNEu0U_001,4.23793319e-02,7.70695723e-03,14.8054,1,
Zcd4ihNEu0U_002,3.34209307e-02,2.24844264e-04,43.4427,1,
ZmSQd7naNi0_000,1.76838708e-01,4.82552322e-02,11.2807,1,
ZmSQd7naNi0_001,1.87017732e-01,7.16812733e-02,8.3295,1,
ZmSQd7naNi0_002,1.32394274e-01,6.39312405e-02,6.3231,1,
Zv4HCXYAayY_000,1.66862087e-01,4.67603184e-02,11.0496,1,
Zv4HCXYAayY_001,1.90876442e-01,1.10251706e-01,4.7673,1,
Zv4HCXYAayY_002,1.33442553e-01,6.36916755e-02,6.4242,1,
ZxkifjASQvo_000,1.97313696e-01,4.89707762e-02,12.1044,1,
ZxkifjASQvo_001,1.98868411e-01,8.27109086e-02,7.6201,1,
ZxkifjASQvo_002,2.16445124e-01,2.84998402e-02,17.6101,1,
ZxkifjASQvo_003,1.32489715e-01,4.16082051e-02,10.0601,1,
ZyoJBRKfpT4_000,8.88985128e-02,4.20121208e-02,6.5104,1,
ZyoJBRKfpT4_001,8.31472408e-02,4.85052764e-02,4.6812,1,
ZyoJBRKfpT4_002,8.05678919e-02,6.32589711e-02,2.1008,1,
ZyoJBRKfpT4_003,8.92329934e-02,6.35475417e-02,2.9485,1,
ZyoJBRKfpT4_004,1.80545368e-01,1.17425608e-01,3.7365,1,
ZyoJBRKfpT4_005,1.34407918e-01,6.47929528e-02,6.3379,1,
_1tbZHzRh6w_000,1.82069924e-01,5.35830944e-02,10.6242,1,
_1tbZHzRh6w_001,1.80867032e-01,2.03277494e-02,18.9854,1,
_1tbZHzRh6w_002,1.81523171e-01,6.39833581e-02,9.0573,1,
_1tbZHzRh6w_003,1.82968019e-01,6.54745447e-02,8.9261,1,
_1tbZHzRh6w_004,1.73097599e-01,1.19116231e-01,3.2464,1,
_1tbZHzRh6w_005,1.33107179e-01,6.44919724e-02,6.2939,1,
_CW_GxIMvZ8_000,5.77436260e-02,3.37775624e-04,44.6575,1,
_CW_GxIMvZ8_001,7.23185600e-02,6.08340134e-03,21.5021,1,
_CW_GxIMvZ8_002,3.32520605e-02,2.33277515e-04,43.0789,1,
_MKywUp3-0E_000,2.58845067e-01,3.50290130e-03,37.3722,1,
_MKywUp3-0E_001,2.05899364e-01,1.74372594e-03,41.4435,1,
_MKywUp3-0E_002,1.78221430e-01,1.16706773e-01,3.6773,1,
_MKywUp3-0E_003,1.33020147e-01,6.40073528e-02,6.3538,1,
_ZKOMeSl9F0_000,1.78020519e-01,4.24588026e-02,12.4500,1,
_ZKOMeSl9F0_001,1.60570537e-01,6.82006746e-02,7.4375,1,
_ZKOMeSl9F0_002,2.40542611e-01,5.27894965e-02,13.1729,1,
_ZKOMeSl9F0_003,1.32678787e-01,6.44497339e-02,6.2716,1,
_dwdlOSiQKY_000,1.94402928e-01,2.91859578e-02,16.4706,1,
_dwdlOSiQKY_001,1.94211452e-01,1.10764334e-01,4.8775,1,
_dwdlOSiQKY_002,1.33026327e-01,6.40770512e-02,6.3447,1,
_eL6hS9KBGs_000,1.72962258e-01,7.82572433e-02,6.8885,1,
_eL6hS9KBGs_001,1.72259384e-01,8.35424352e-02,6.2855,1,
_eL6hS9KBGs_002,1.91770483e-01,6.85914762e-02,8.9302,1,
_eL6hS9KBGs_003,1.82803397e-01,8.02375863e-02,7.1521,1,
_eL6hS9KBGs_004,1.72462760e-01,8.65705982e-02,5.9865,1,
_eL6hS9KBGs_005,1.90442743e-01,6.25765783e-02,9.6671,1,
_eL6hS9KBGs_006,2.01551368e-01,7.65588461e-02,8.4078,1,
_eL6hS9KBGs_007,1.86701287e-01,1.09297161e-01,4.6508,1,
_eL6hS9KBGs_008,1.32355772e-01,6.43216091e-02,6.2677,1,
_nXeSpzB4BE_000,2.12006502e-01,1.35315001e-02,23.9001,1,
_nXeSpzB4BE_001,2.09937674e-01,5.17209645e-02,12.1685,1,
_nXeSpzB4BE_002,1.86556581e-01,1.09147693e-01,4.6559,1,
_nXeSpzB4BE_003,1.32673105e-01,6.41561006e-02,6.3109,1,
a5L4ABWx3cA_000,7.73600361e-02,5.77306962e-04,42.5422,1,
a5L4ABWx3cA_001,8.18386988e-02,1.38966272e-03,35.4010,1,
a5L4ABWx3cA_002,8.56828503e-02,2.52940098e-03,30.5975,1,
a5L4ABWx3cA_003,9.36268929e-02,6.24497453e-04,43.5174,1,
a9BeX-xILGo_000,2.08769010e-01,5.02838258e-02,12.3648,1,
a9BeX-xILGo_001,1.78537645e-01,1.19204142e-01,3.5088,1,
a9BeX-xILGo_002,1.34147946e-01,6.44898209e-02,6.3619,1,
